generation,evaluated_individuals,min_fitness,max_fitness,avg_fitness,std_fitness
273,338,1.2870192520969605e-05,1.9399367542995474e-05,1.5641962136958465e-05,1.247638665039849e-06
274,345,1.243539394518809e-05,1.97796484524305e-05,1.576438172762552e-05,1.3406092966289196e-06
275,347,1.2972435895519107e-05,2.0912316512259936e-05,1.5697925227981126e-05,1.3607385361239863e-06
276,334,1.2492809777172222e-05,1.9642335840555177e-05,1.573950617670464e-05,1.2070914599749081e-06
277,340,1.2387674271009124e-05,2.1902561724334136e-05,1.5717611085538527e-05,1.2227408269512072e-06
278,346,1.3028567970529366e-05,1.9756944892468358e-05,1.5701224650503906e-05,1.1773697358266438e-06
279,324,1.2529252742437977e-05,2.0054853967531632e-05,1.573419962306648e-05,1.2303091484936195e-06
280,339,1.3044060515656809e-05,1.975556990061025e-05,1.5650738218435902e-05,1.2198089152992857e-06
281,342,1.2631024608280216e-05,1.9642713543889918e-05,1.569405590665069e-05,1.3075206657316305e-06
282,330,1.301219957841388e-05,2.013282159165181e-05,1.5760572983992587e-05,1.3069720797900198e-06
283,326,1.2942873124143548e-05,2.039932043540686e-05,1.5895812657698346e-05,1.3386555457692537e-06
284,340,1.301353217226395e-05,2.1558107123458974e-05,1.5894842192475543e-05,1.3667464142591074e-06
285,345,1.2101518199571423e-05,2.0351490831540785e-05,1.586085447740114e-05,1.2991504345479017e-06
286,336,1.1691744572934673e-05,1.9841419225550357e-05,1.5806271145874732e-05,1.2494477939043924e-06
287,354,1.3132460454255337e-05,1.9841419225550357e-05,1.5780868532578948e-05,1.2264963546797403e-06
288,358,1.2645354361781836e-05,2.032815612233197e-05,1.5807991155543856e-05,1.3085181999729002e-06
289,346,1.2645354361781836e-05,2.0075616877480758e-05,1.5851468487314627e-05,1.2582284533849636e-06
290,331,1.2529055341597556e-05,1.9410488289240647e-05,1.5780378989725875e-05,1.2144895950089271e-06
291,344,1.2949289536220733e-05,2.0029113422022924e-05,1.57411772442764e-05,1.1996379338070166e-06
292,331,1.31261676772453e-05,2.036121589577416e-05,1.5636134805345876e-05,1.1750822949122512e-06
293,354,1.2732399462328353e-05,1.9937046272357855e-05,1.5693240395411118e-05,1.1454909165714859e-06
294,353,1.2911700386665188e-05,1.909005701228795e-05,1.5744776654343397e-05,1.0609685372263679e-06
295,342,1.2974074601161813e-05,1.8892254559546797e-05,1.5687028230486566e-05,1.1737151529991992e-06
296,348,1.2501998314974288e-05,2.0450774232263366e-05,1.5636527651002166e-05,1.168468171535678e-06
297,328,1.2501998314974288e-05,1.980321188165478e-05,1.5656367865382694e-05,1.231207137751278e-06
298,355,1.2822754861536007e-05,2.0116324157442332e-05,1.5684388213304003e-05,1.1860460637524535e-06
299,357,1.331218859401877e-05,1.9626458232886695e-05,1.573883811875242e-05,1.1768211676651728e-06
